user_id,timestamp,resource_id,resource_type,action,source_system,session_duration_sec
USR0393,2025-12-17 15:50:56,API007,api_internal,READ,api_internal,2020
USR0446,2026-02-01 09:41:24,EMA010,email_system,READ,email_system,1105
USR0471,2026-04-24 08:51:12,API004,api_internal,QUERY,api_internal,92
USR0119,2026-01-11 15:21:26,DRI010,drive,DELETE,drive,583
USR0454,2026-04-11 09:10:43,EMA006,email_system,LOGIN,email_system,1367
USR0396,2026-03-16 09:54:26,PAY007,payment_portal,DELETE,payment_portal,96
USR0360,2026-01-19 10:17:20,DRI008,drive,LOGIN,drive,311
USR0215,2025-11-04 08:19:43,DRI002,drive,WRITE,drive,1602
USR0088,2025-11-14 17:18:15,EMA005,email_system,READ,email_system,1041
USR0285,2026-03-04 11:03:58,EMA003,email_system,EXPORT,email_system,1185
USR0414,2026-03-11 17:13:17,DRI002,drive,LOGIN,drive,783
USR0043,2025-12-25 14:50:22,DRI001,drive,DELETE,drive,1984
USR0075,2025-11-20 14:49:18,DRI006,drive,WRITE,drive,586
USR0021,2025-11-26 12:48:17,DAT009,database,READ,database,692
USR0271,2025-11-15 17:13:35,REP005,reporting_tool,EXPORT,reporting_tool,2637
USR0211,2026-03-12 12:23:09,EMA005,email_system,DELETE,email_system,158
USR0396,2026-05-02 14:17:15,EMA008,email_system,QUERY,email_system,2646
USR0414,2025-12-15 09:24:30,REP002,reporting_tool,READ,reporting_tool,2645
USR0321,2026-02-14 11:11:20,EMA008,email_system,WRITE,email_system,1308
USR0336,2025-11-29 12:41:27,EMA001,email_system,EXPORT,email_system,96
USR0238,2025-11-04 09:08:47,DAT009,database,EXPORT,database,2128
USR0307,2025-11-07 15:38:56,VDI004,vdi,EXPORT,vdi,2731
USR0256,2025-12-14 08:14:10,DRI001,drive,LOGIN,drive,624
USR0008,2026-02-07 18:55:47,REP008,reporting_tool,LOGIN,reporting_tool,819
USR0119,2026-05-03 10:04:16,EMA005,email_system,READ,email_system,2255
USR0153,2025-11-20 13:00:06,ADM003,admin_panel,LOGIN,admin_panel,333
USR0080,2026-02-28 09:06:48,API004,api_internal,DELETE,api_internal,3392
USR0039,2026-01-25 09:07:42,EMA003,email_system,QUERY,email_system,2138
USR0466,2026-04-21 09:23:03,VDI006,vdi,WRITE,vdi,3285
USR0458,2025-11-26 18:13:48,REP004,reporting_tool,DELETE,reporting_tool,2501
USR0084,2025-11-16 11:58:34,EMA007,email_system,LOGIN,email_system,3488
USR0153,2025-12-15 18:37:40,DRI005,drive,QUERY,drive,624
USR0436,2026-04-25 10:02:30,DRI005,drive,QUERY,drive,1704
USR0088,2026-02-06 11:36:06,API004,api_internal,QUERY,api_internal,323
USR0323,2026-03-30 14:50:12,REP007,reporting_tool,READ,reporting_tool,1885
USR0456,2025-11-15 14:26:48,API004,api_internal,DELETE,api_internal,3357
USR0424,2025-11-19 08:45:15,DRI001,drive,WRITE,drive,3477
USR0010,2026-04-16 06:41:03,EMA010,email_system,LOGIN,email_system,3303
USR0421,2026-04-17 13:23:51,EMA002,email_system,QUERY,email_system,1328
USR0270,2025-11-05 11:51:34,DRI001,drive,DELETE,drive,3495
USR0386,2026-02-26 13:41:29,REP008,reporting_tool,QUERY,reporting_tool,381
USR0343,2025-11-29 15:05:56,DRI009,drive,EXPORT,drive,2452
USR0021,2026-03-03 12:28:36,DAT009,database,DELETE,database,261
USR0071,2025-12-15 10:48:54,DAT008,database,QUERY,database,2431
USR0391,2026-02-02 14:16:19,DRI007,drive,DELETE,drive,1666
USR0459,2026-03-19 15:27:44,API008,api_internal,WRITE,api_internal,361
USR0192,2026-03-23 08:14:38,DRI003,drive,READ,drive,317
USR0353,2026-01-16 12:46:59,REP005,reporting_tool,QUERY,reporting_tool,3480
USR0249,2025-11-08 08:33:12,EMA008,email_system,READ,email_system,453
USR0309,2026-05-12 08:25:29,REP008,reporting_tool,LOGIN,reporting_tool,2497
USR0353,2026-01-26 11:54:44,REP005,reporting_tool,DELETE,reporting_tool,1407
USR0487,2026-02-04 12:15:49,DAT003,database,LOGIN,database,82
USR0062,2025-11-08 14:11:51,ADM010,admin_panel,EXPORT,admin_panel,2366
USR0181,2026-05-21 10:12:28,EMA005,email_system,EXPORT,email_system,379
USR0240,2025-11-21 09:01:51,REP002,reporting_tool,WRITE,reporting_tool,2610
USR0215,2026-02-28 15:58:23,DRI002,drive,DELETE,drive,623
USR0399,2026-02-22 12:28:56,DRI004,drive,DELETE,drive,2156
USR0064,2025-12-14 08:14:51,EMA009,email_system,WRITE,email_system,2968
USR0398,2026-01-27 14:07:07,DAT004,database,WRITE,database,38
USR0081,2026-03-31 10:21:04,VDI010,vdi,WRITE,vdi,728
USR0070,2026-04-07 07:26:30,EMA001,email_system,LOGIN,email_system,2729
USR0342,2026-04-29 18:47:39,REP009,reporting_tool,READ,reporting_tool,3554
USR0317,2026-05-10 09:58:34,REP001,reporting_tool,READ,reporting_tool,3203
USR0393,2026-03-23 13:56:24,DAT002,database,QUERY,database,2809
USR0056,2026-03-25 12:26:20,DRI002,drive,EXPORT,drive,1947
USR0232,2026-05-20 12:30:07,EMA007,email_system,WRITE,email_system,233
USR0324,2026-05-03 16:25:24,API005,api_internal,EXPORT,api_internal,3326
USR0063,2026-05-26 15:48:49,DRI010,drive,DELETE,drive,3206
USR0113,2025-11-03 11:39:31,API001,api_internal,WRITE,api_internal,510
USR0492,2026-02-02 12:18:18,EMA008,email_system,LOGIN,email_system,342
USR0239,2026-04-24 13:28:59,VDI010,vdi,READ,vdi,1512
USR0495,2025-11-12 12:23:02,PAY001,payment_portal,WRITE,payment_portal,2157
USR0191,2025-11-03 18:33:37,REP005,reporting_tool,EXPORT,reporting_tool,1553
USR0285,2026-05-13 08:30:43,EMA003,email_system,WRITE,email_system,503
USR0444,2026-03-04 13:56:36,API005,api_internal,READ,api_internal,1937
USR0283,2026-03-13 15:38:32,API006,api_internal,LOGIN,api_internal,2188
USR0203,2026-04-16 13:43:43,DAT007,database,READ,database,1620
USR0203,2025-11-16 14:04:37,VDI007,vdi,READ,vdi,3521
USR0450,2025-12-16 12:13:42,DRI005,drive,DELETE,drive,1126
USR0146,2025-11-24 13:48:50,EMA009,email_system,READ,email_system,2965
USR0282,2025-11-02 10:56:45,DAT002,database,EXPORT,database,3183
USR0318,2026-01-12 10:26:57,API010,api_internal,DELETE,api_internal,2361
USR0432,2026-02-04 13:04:22,REP007,reporting_tool,QUERY,reporting_tool,2570
USR0470,2026-02-12 11:46:17,API004,api_internal,WRITE,api_internal,2848
USR0253,2026-03-17 11:08:28,DRI009,drive,DELETE,drive,1026
USR0004,2025-11-16 15:17:21,EMA003,email_system,DELETE,email_system,1743
USR0500,2026-05-26 13:35:18,DRI010,drive,EXPORT,drive,510
USR0293,2026-01-15 09:49:42,REP004,reporting_tool,QUERY,reporting_tool,2299
USR0169,2026-01-18 14:49:40,DRI001,drive,QUERY,drive,3028
USR0192,2026-03-30 15:03:10,DRI003,drive,DELETE,drive,1349
USR0189,2026-05-10 15:10:14,REP006,reporting_tool,WRITE,reporting_tool,3009
USR0423,2026-01-08 08:40:44,DRI009,drive,DELETE,drive,366
USR0233,2026-02-27 09:05:01,VDI010,vdi,WRITE,vdi,2562
USR0264,2026-01-03 14:58:33,EMA004,email_system,EXPORT,email_system,2355
USR0484,2026-03-25 13:53:19,DRI009,drive,LOGIN,drive,1291
USR0091,2026-03-02 13:38:04,DAT005,database,WRITE,database,1622
USR0021,2026-02-07 14:57:58,DAT010,database,READ,database,1758
USR0236,2026-03-03 09:56:17,REP002,reporting_tool,QUERY,reporting_tool,735
USR0357,2026-04-26 17:43:58,API002,api_internal,DELETE,api_internal,432
USR0070,2026-05-16 20:07:39,EMA001,email_system,WRITE,email_system,3469
USR0005,2025-11-11 13:14:40,DRI009,drive,DELETE,drive,1136
USR0183,2026-05-17 10:28:33,EMA010,email_system,EXPORT,email_system,161
USR0259,2026-01-02 16:31:34,REP009,reporting_tool,LOGIN,reporting_tool,3518
USR0245,2026-03-16 10:30:06,DAT007,database,DELETE,database,791
USR0474,2026-01-01 18:13:19,DRI003,drive,DELETE,drive,1951
USR0285,2025-12-12 16:37:08,VDI001,vdi,EXPORT,vdi,2470
USR0339,2026-01-08 17:08:04,REP004,reporting_tool,LOGIN,reporting_tool,444
USR0375,2026-05-15 10:15:17,DAT006,database,WRITE,database,2750
USR0454,2026-05-25 09:15:58,EMA006,email_system,WRITE,email_system,1966
USR0475,2026-01-01 11:27:45,VDI009,vdi,EXPORT,vdi,2307
USR0020,2026-03-23 13:52:34,REP005,reporting_tool,READ,reporting_tool,3534
USR0452,2026-02-22 17:54:40,API006,api_internal,LOGIN,api_internal,260
USR0120,2025-11-29 16:15:46,DRI009,drive,DELETE,drive,2170
USR0416,2026-01-22 12:54:23,EMA004,email_system,DELETE,email_system,359
USR0021,2026-03-16 13:26:28,DRI002,drive,READ,drive,3047
USR0007,2025-12-22 17:29:48,EMA010,email_system,LOGIN,email_system,2068
USR0099,2026-01-20 11:41:56,REP007,reporting_tool,READ,reporting_tool,494
USR0383,2026-01-16 17:02:16,DAT010,database,READ,database,2961
USR0479,2025-12-21 09:18:11,DRI005,drive,QUERY,drive,336
USR0220,2026-05-24 17:48:10,DAT004,database,DELETE,database,448
USR0108,2026-04-18 18:09:24,PAY007,payment_portal,READ,payment_portal,3053
USR0421,2026-05-26 11:10:31,DAT003,database,WRITE,database,2272
USR0189,2025-12-29 18:26:04,API008,api_internal,LOGIN,api_internal,1211
USR0164,2026-02-16 16:49:21,API009,api_internal,READ,api_internal,2711
USR0092,2025-12-07 18:57:41,API003,api_internal,DELETE,api_internal,2981
USR0333,2025-12-30 09:23:11,API002,api_internal,READ,api_internal,3403
USR0418,2025-11-02 10:27:41,API002,api_internal,DELETE,api_internal,1195
USR0255,2026-03-16 13:27:54,API001,api_internal,QUERY,api_internal,3149
USR0140,2026-03-26 15:00:26,DAT001,database,LOGIN,database,3113
USR0243,2025-12-01 13:41:51,API002,api_internal,EXPORT,api_internal,2528
USR0450,2026-01-02 17:08:53,PAY005,payment_portal,EXPORT,payment_portal,1699
USR0387,2026-01-17 10:05:11,REP009,reporting_tool,EXPORT,reporting_tool,2101
USR0153,2026-04-25 16:28:20,REP003,reporting_tool,EXPORT,reporting_tool,1265
USR0154,2026-05-15 14:53:24,EMA009,email_system,DELETE,email_system,1757
USR0345,2026-01-06 14:30:21,VDI003,vdi,LOGIN,vdi,1289
USR0410,2026-03-11 14:36:54,EMA005,email_system,READ,email_system,1433
USR0318,2026-01-14 18:32:52,EMA010,email_system,EXPORT,email_system,2007
USR0436,2026-05-02 09:07:07,API006,api_internal,LOGIN,api_internal,578
USR0395,2025-11-23 15:54:33,EMA002,email_system,LOGIN,email_system,1122
USR0368,2026-01-01 08:38:27,REP003,reporting_tool,QUERY,reporting_tool,3490
USR0241,2025-12-02 17:05:19,PAY003,payment_portal,DELETE,payment_portal,572
USR0147,2026-01-10 12:12:12,ADM008,admin_panel,DELETE,admin_panel,2339
USR0392,2026-02-18 10:21:52,REP007,reporting_tool,READ,reporting_tool,2607
USR0476,2025-11-06 08:00:28,API002,api_internal,READ,api_internal,2539
USR0366,2026-02-07 13:15:57,EMA010,email_system,EXPORT,email_system,3565
USR0406,2026-03-24 15:57:44,EMA006,email_system,WRITE,email_system,3205
USR0116,2026-02-16 14:00:09,DRI007,drive,LOGIN,drive,2049
USR0477,2025-11-15 17:47:11,DRI007,drive,DELETE,drive,1968
USR0242,2025-12-14 10:02:38,DAT009,database,LOGIN,database,2695
USR0499,2025-12-27 10:54:04,DRI007,drive,QUERY,drive,1628
USR0184,2025-11-25 12:03:18,REP008,reporting_tool,LOGIN,reporting_tool,1035
USR0442,2026-05-04 13:51:25,EMA005,email_system,QUERY,email_system,1699
USR0273,2025-11-18 15:49:48,DRI008,drive,LOGIN,drive,3124
USR0314,2026-03-15 16:08:57,REP004,reporting_tool,READ,reporting_tool,612
USR0444,2026-04-29 16:41:58,API005,api_internal,EXPORT,api_internal,1955
USR0250,2026-03-08 16:45:03,REP007,reporting_tool,LOGIN,reporting_tool,3291
USR0398,2025-11-27 18:40:22,EMA006,email_system,QUERY,email_system,987
USR0014,2025-11-16 08:23:51,DRI005,drive,LOGIN,drive,1786
USR0478,2026-04-18 16:04:07,DAT004,database,EXPORT,database,2540
USR0413,2026-01-28 11:17:16,DAT010,database,READ,database,1826
USR0039,2026-01-26 16:04:04,REP007,reporting_tool,WRITE,reporting_tool,913
USR0070,2026-05-13 07:15:52,EMA001,email_system,DELETE,email_system,798
USR0098,2026-05-24 12:08:48,DAT009,database,EXPORT,database,1662
USR0230,2025-11-23 18:35:05,DRI009,drive,EXPORT,drive,2129
USR0064,2026-04-20 14:22:51,EMA009,email_system,DELETE,email_system,3222
USR0285,2025-12-13 08:13:54,VDI001,vdi,DELETE,vdi,1298
USR0126,2026-01-25 11:02:29,DRI007,drive,QUERY,drive,3048
USR0021,2026-01-07 17:14:47,DRI002,drive,LOGIN,drive,951
USR0458,2026-04-12 17:51:20,REP004,reporting_tool,EXPORT,reporting_tool,1655
USR0420,2026-03-22 18:48:50,DRI007,drive,DELETE,drive,1001
USR0285,2026-02-03 15:20:18,API005,api_internal,DELETE,api_internal,3200
USR0188,2025-12-01 10:14:21,REP003,reporting_tool,WRITE,reporting_tool,1632
USR0492,2026-03-13 14:57:27,DRI004,drive,EXPORT,drive,875
USR0397,2026-02-13 13:07:04,DRI007,drive,LOGIN,drive,267
USR0485,2026-04-22 17:41:08,REP001,reporting_tool,WRITE,reporting_tool,1465
USR0126,2026-05-22 18:04:18,API009,api_internal,WRITE,api_internal,1252
USR0064,2026-01-01 13:19:19,EMA004,email_system,QUERY,email_system,3437
USR0458,2026-01-22 13:07:08,REP004,reporting_tool,DELETE,reporting_tool,2295
USR0222,2026-05-23 13:25:19,REP008,reporting_tool,QUERY,reporting_tool,1370
USR0076,2025-11-24 11:09:45,API001,api_internal,DELETE,api_internal,773
USR0119,2026-04-12 12:35:59,API006,api_internal,QUERY,api_internal,2642
USR0053,2025-12-23 15:17:43,API007,api_internal,READ,api_internal,331
USR0110,2026-02-27 16:18:18,EMA006,email_system,WRITE,email_system,2543
USR0107,2025-12-14 16:32:49,PAY005,payment_portal,READ,payment_portal,2249
USR0260,2026-04-30 08:28:17,DAT006,database,LOGIN,database,3195
USR0477,2026-03-06 09:17:24,DRI004,drive,DELETE,drive,3415
USR0037,2026-02-12 10:54:27,DAT003,database,WRITE,database,2424
USR0214,2026-03-30 18:37:06,REP001,reporting_tool,QUERY,reporting_tool,2069
USR0472,2026-01-26 15:31:51,DRI004,drive,READ,drive,1863
USR0393,2025-11-15 16:30:18,DRI004,drive,READ,drive,1667
USR0075,2026-01-14 10:11:04,DRI006,drive,QUERY,drive,1296
USR0029,2025-11-21 09:50:31,ADM002,admin_panel,READ,admin_panel,862
USR0339,2025-11-14 17:15:13,REP004,reporting_tool,EXPORT,reporting_tool,2096
USR0313,2025-11-20 09:15:30,DAT004,database,READ,database,449
USR0045,2026-04-09 17:27:28,EMA002,email_system,EXPORT,email_system,2802
USR0313,2026-04-25 13:55:10,EMA005,email_system,EXPORT,email_system,2135
USR0474,2026-05-10 11:54:27,DAT010,database,WRITE,database,1980
USR0041,2026-01-01 09:20:48,PAY008,payment_portal,READ,payment_portal,1959
USR0053,2026-05-13 13:48:16,API007,api_internal,EXPORT,api_internal,1268
USR0265,2025-12-19 09:26:20,API001,api_internal,WRITE,api_internal,1847
USR0057,2025-12-24 18:10:03,DAT010,database,DELETE,database,371
USR0133,2026-02-23 10:02:04,REP006,reporting_tool,DELETE,reporting_tool,3313
USR0025,2026-03-10 15:03:42,DRI002,drive,LOGIN,drive,1179
USR0326,2026-03-24 16:06:45,API004,api_internal,DELETE,api_internal,1947
USR0445,2026-04-14 13:15:37,DRI002,drive,QUERY,drive,3432
USR0007,2026-03-23 11:28:50,DAT003,database,QUERY,database,3013
USR0132,2026-01-03 15:06:07,EMA003,email_system,DELETE,email_system,1854
USR0410,2026-05-08 11:07:28,EMA002,email_system,LOGIN,email_system,3065
USR0263,2026-05-04 14:36:20,DAT002,database,DELETE,database,1695
USR0003,2025-11-06 09:40:36,API007,api_internal,READ,api_internal,2763
USR0234,2025-11-08 11:12:03,VDI004,vdi,EXPORT,vdi,1929
USR0021,2026-02-19 08:08:23,DRI002,drive,EXPORT,drive,3359
USR0486,2026-01-28 09:33:26,EMA003,email_system,WRITE,email_system,1664
USR0325,2026-05-02 13:08:14,REP001,reporting_tool,QUERY,reporting_tool,1717
USR0009,2026-02-04 15:43:07,REP001,reporting_tool,EXPORT,reporting_tool,1595
USR0084,2026-03-17 10:45:16,ADM005,admin_panel,QUERY,admin_panel,1434
USR0430,2026-04-24 13:54:02,REP009,reporting_tool,EXPORT,reporting_tool,1387
USR0456,2026-05-13 10:23:41,VDI005,vdi,WRITE,vdi,3350
USR0453,2026-03-14 16:51:56,DRI001,drive,WRITE,drive,2175
USR0207,2026-05-25 13:09:41,API004,api_internal,LOGIN,api_internal,1528
USR0354,2026-02-25 18:26:11,REP004,reporting_tool,QUERY,reporting_tool,988
USR0281,2026-04-29 11:41:52,REP007,reporting_tool,WRITE,reporting_tool,1474
USR0299,2025-12-09 15:03:13,API006,api_internal,EXPORT,api_internal,315
USR0254,2025-12-21 17:55:46,REP008,reporting_tool,WRITE,reporting_tool,2000
USR0020,2026-01-23 14:15:29,REP003,reporting_tool,QUERY,reporting_tool,2979
USR0181,2026-01-12 11:31:26,EMA007,email_system,QUERY,email_system,2221
USR0113,2026-04-07 15:50:48,DRI005,drive,EXPORT,drive,1135
USR0313,2026-02-14 09:56:31,DAT004,database,EXPORT,database,376
USR0286,2025-12-11 13:39:27,EMA001,email_system,LOGIN,email_system,254
USR0379,2026-03-06 12:05:14,API004,api_internal,DELETE,api_internal,606
USR0498,2026-05-01 15:13:26,REP010,reporting_tool,WRITE,reporting_tool,1713
USR0022,2026-04-24 14:53:10,REP001,reporting_tool,READ,reporting_tool,3481
USR0068,2026-01-25 12:31:39,DRI006,drive,WRITE,drive,3135
USR0345,2025-11-06 10:46:32,VDI008,vdi,LOGIN,vdi,2846
USR0046,2026-04-14 12:39:27,PAY006,payment_portal,EXPORT,payment_portal,1252
USR0240,2025-12-07 10:21:26,PAY010,payment_portal,WRITE,payment_portal,2588
USR0474,2026-01-25 14:41:04,EMA005,email_system,WRITE,email_system,482
USR0163,2025-12-05 12:50:49,EMA004,email_system,EXPORT,email_system,1626
USR0040,2026-04-16 17:55:27,REP009,reporting_tool,DELETE,reporting_tool,1368
USR0114,2025-12-29 09:56:25,EMA008,email_system,QUERY,email_system,683
USR0329,2026-04-16 13:22:01,EMA008,email_system,EXPORT,email_system,1958
USR0073,2026-01-13 12:43:28,EMA010,email_system,QUERY,email_system,2823
USR0237,2026-02-07 15:59:04,EMA003,email_system,DELETE,email_system,2173
USR0400,2026-01-30 14:11:54,API004,api_internal,DELETE,api_internal,3503
USR0467,2026-04-03 18:22:24,DRI008,drive,READ,drive,709
USR0162,2026-02-07 13:26:57,DRI010,drive,READ,drive,100
USR0060,2026-05-03 15:18:02,PAY009,payment_portal,QUERY,payment_portal,1345
USR0412,2026-02-26 13:03:30,DRI007,drive,READ,drive,803
USR0045,2026-04-16 10:53:21,EMA002,email_system,LOGIN,email_system,3573
USR0324,2026-05-26 11:43:27,REP010,reporting_tool,QUERY,reporting_tool,2408
USR0212,2026-04-22 09:02:32,REP002,reporting_tool,READ,reporting_tool,3245
USR0145,2025-12-17 18:55:14,DRI001,drive,DELETE,drive,2078
USR0021,2026-01-17 11:43:00,DAT009,database,READ,database,1837
USR0081,2026-03-03 08:21:20,DAT001,database,EXPORT,database,1987
USR0034,2026-03-29 12:09:12,EMA004,email_system,DELETE,email_system,2795
USR0495,2026-04-13 08:24:07,PAY001,payment_portal,WRITE,payment_portal,3416
USR0019,2026-04-08 10:53:54,DRI005,drive,WRITE,drive,1591
USR0183,2026-03-03 18:30:34,REP010,reporting_tool,LOGIN,reporting_tool,3467
USR0378,2025-11-25 09:30:38,API010,api_internal,LOGIN,api_internal,1628
USR0316,2026-04-04 15:16:29,EMA010,email_system,DELETE,email_system,3137
USR0251,2026-03-23 18:57:58,REP002,reporting_tool,LOGIN,reporting_tool,3110
USR0277,2026-04-04 08:41:02,REP008,reporting_tool,READ,reporting_tool,3137
USR0008,2025-11-18 18:37:31,API009,api_internal,READ,api_internal,2523
USR0213,2025-11-15 12:36:17,PAY001,payment_portal,READ,payment_portal,2751
USR0111,2025-11-21 13:06:20,EMA001,email_system,LOGIN,email_system,2993
USR0345,2026-01-08 11:38:40,VDI003,vdi,QUERY,vdi,3230
USR0194,2025-11-17 11:36:50,DRI008,drive,EXPORT,drive,1395
USR0348,2025-11-10 12:32:38,EMA010,email_system,LOGIN,email_system,1070
USR0251,2026-04-21 17:19:06,DRI007,drive,QUERY,drive,2052
USR0080,2025-12-31 17:21:30,API003,api_internal,WRITE,api_internal,1213
USR0194,2026-03-31 16:43:25,EMA006,email_system,READ,email_system,2145
USR0484,2025-11-11 17:56:55,API004,api_internal,LOGIN,api_internal,3589
USR0150,2025-12-02 10:01:25,DRI001,drive,READ,drive,2857
USR0347,2025-12-19 11:52:57,EMA007,email_system,READ,email_system,3337
USR0216,2026-02-05 11:17:13,EMA003,email_system,LOGIN,email_system,1107
USR0088,2026-03-13 09:18:35,DAT009,database,EXPORT,database,2714
USR0124,2026-01-12 12:06:10,PAY008,payment_portal,QUERY,payment_portal,996
USR0200,2026-01-05 17:58:44,DAT003,database,LOGIN,database,2223
USR0481,2026-02-06 09:20:44,API002,api_internal,READ,api_internal,2889
USR0421,2025-12-01 14:03:10,EMA002,email_system,EXPORT,email_system,2041
USR0053,2026-04-19 14:04:26,API003,api_internal,READ,api_internal,3495
USR0113,2026-04-21 10:26:09,DRI005,drive,WRITE,drive,2924
USR0400,2025-11-13 14:47:42,DAT008,database,WRITE,database,2638
USR0462,2025-12-28 13:21:23,EMA006,email_system,QUERY,email_system,3270
USR0309,2026-01-02 08:25:48,DAT005,database,WRITE,database,2967
USR0335,2026-05-15 15:10:06,DRI010,drive,EXPORT,drive,3306
USR0075,2026-05-21 13:13:24,DRI006,drive,WRITE,drive,1321
USR0227,2026-05-03 11:58:01,REP004,reporting_tool,EXPORT,reporting_tool,900
USR0293,2026-05-10 17:59:05,DAT003,database,QUERY,database,3457
USR0379,2026-02-27 12:51:47,DAT007,database,WRITE,database,1108
USR0468,2026-05-22 10:47:48,DRI007,drive,DELETE,drive,1266
USR0490,2026-05-04 15:01:58,REP002,reporting_tool,QUERY,reporting_tool,1602
USR0316,2026-03-01 10:52:19,DRI009,drive,EXPORT,drive,2244
USR0064,2026-04-18 12:26:27,EMA004,email_system,LOGIN,email_system,3451
USR0123,2026-01-04 16:30:07,EMA009,email_system,WRITE,email_system,214
USR0001,2025-12-14 11:39:40,DRI007,drive,EXPORT,drive,3198
USR0020,2026-01-28 16:43:26,REP003,reporting_tool,WRITE,reporting_tool,906
USR0287,2026-03-26 12:36:49,DRI009,drive,DELETE,drive,847
USR0457,2025-11-10 12:23:03,ADM005,admin_panel,WRITE,admin_panel,1563
USR0362,2025-11-20 17:26:04,REP003,reporting_tool,READ,reporting_tool,249
USR0471,2026-01-15 11:01:44,API005,api_internal,READ,api_internal,1544
USR0377,2025-11-02 10:02:31,DRI003,drive,READ,drive,2368
USR0020,2026-01-22 08:35:00,REP003,reporting_tool,LOGIN,reporting_tool,3232
USR0137,2026-01-13 13:09:59,DRI005,drive,QUERY,drive,1682
USR0011,2026-05-12 08:17:15,ADM006,admin_panel,LOGIN,admin_panel,1137
USR0042,2026-05-23 14:44:39,DAT004,database,READ,database,100
USR0496,2026-03-11 11:33:33,EMA005,email_system,LOGIN,email_system,1660
USR0003,2025-11-30 14:39:43,API007,api_internal,DELETE,api_internal,3003
USR0462,2025-11-02 10:13:48,DRI009,drive,QUERY,drive,1203
USR0412,2025-11-11 09:02:02,DAT010,database,QUERY,database,1377
USR0489,2025-11-24 09:12:51,VDI007,vdi,QUERY,vdi,561
USR0497,2026-02-27 17:53:45,EMA003,email_system,WRITE,email_system,961
USR0476,2026-05-15 11:24:22,REP004,reporting_tool,READ,reporting_tool,3529
USR0252,2026-04-04 16:35:11,REP001,reporting_tool,EXPORT,reporting_tool,1032
USR0361,2026-05-26 09:03:07,DRI006,drive,DELETE,drive,2825
USR0252,2026-01-11 10:10:28,DAT003,database,QUERY,database,2461
USR0200,2026-04-23 10:06:30,DAT003,database,DELETE,database,1553
USR0043,2026-04-16 08:18:35,DAT007,database,READ,database,740
USR0159,2026-05-19 15:39:58,DRI008,drive,QUERY,drive,3307
USR0216,2025-11-23 09:52:32,VDI010,vdi,QUERY,vdi,3577
USR0456,2026-04-25 12:36:59,EMA006,email_system,WRITE,email_system,2022
USR0448,2026-01-06 16:43:26,API006,api_internal,DELETE,api_internal,2890
USR0190,2025-11-14 08:33:46,ADM008,admin_panel,WRITE,admin_panel,1439
USR0341,2026-03-24 18:34:35,REP006,reporting_tool,DELETE,reporting_tool,1496
USR0385,2026-04-04 13:19:27,VDI003,vdi,LOGIN,vdi,1671
USR0495,2026-01-14 08:39:55,PAY003,payment_portal,READ,payment_portal,2006
USR0443,2026-04-05 11:39:50,DAT003,database,LOGIN,database,3212
USR0267,2025-11-01 09:22:40,API009,api_internal,READ,api_internal,3066
USR0122,2026-01-07 18:10:41,REP009,reporting_tool,READ,reporting_tool,796
USR0455,2025-12-30 13:52:17,EMA006,email_system,DELETE,email_system,1797
USR0173,2025-12-28 15:18:44,VDI009,vdi,READ,vdi,1843
USR0097,2025-12-10 11:18:09,VDI007,vdi,DELETE,vdi,1476
USR0379,2026-01-23 08:41:40,DAT007,database,QUERY,database,1762
USR0405,2026-02-18 17:54:17,EMA005,email_system,QUERY,email_system,2799
USR0007,2025-11-07 11:40:40,DAT003,database,EXPORT,database,2305
USR0338,2026-03-04 17:27:14,API004,api_internal,READ,api_internal,2216
USR0178,2026-01-17 15:35:21,DRI002,drive,EXPORT,drive,873
USR0183,2026-04-18 12:44:39,REP001,reporting_tool,EXPORT,reporting_tool,912
USR0105,2025-12-15 11:15:53,ADM001,admin_panel,LOGIN,admin_panel,2000
USR0070,2026-04-27 05:36:01,EMA001,email_system,LOGIN,email_system,405
USR0026,2026-03-18 11:06:32,DRI005,drive,EXPORT,drive,2321
USR0208,2026-05-12 13:30:04,API001,api_internal,LOGIN,api_internal,2588
USR0489,2026-01-01 10:55:35,VDI008,vdi,EXPORT,vdi,242
USR0344,2026-02-17 09:37:53,REP002,reporting_tool,READ,reporting_tool,476
USR0453,2026-05-22 13:26:26,DAT004,database,QUERY,database,3185
USR0245,2026-01-15 10:04:48,REP004,reporting_tool,READ,reporting_tool,2915
USR0307,2026-03-16 11:50:19,DAT009,database,WRITE,database,725
USR0300,2026-02-08 18:15:02,ADM008,admin_panel,LOGIN,admin_panel,2660
USR0089,2026-04-07 17:02:36,DRI007,drive,EXPORT,drive,1909
USR0260,2026-04-07 10:40:57,PAY006,payment_portal,READ,payment_portal,1111
USR0010,2026-05-22 09:14:33,ADM008,admin_panel,READ,admin_panel,1850
USR0099,2025-12-18 08:41:27,API005,api_internal,DELETE,api_internal,547
USR0400,2026-04-29 17:12:16,API004,api_internal,LOGIN,api_internal,1059
USR0252,2026-01-17 12:02:28,REP001,reporting_tool,EXPORT,reporting_tool,3183
USR0203,2025-12-19 18:11:23,DRI008,drive,WRITE,drive,3081
USR0133,2026-01-13 09:43:25,REP006,reporting_tool,LOGIN,reporting_tool,3029
USR0215,2026-04-27 11:13:47,ADM001,admin_panel,WRITE,admin_panel,2702
USR0442,2025-11-15 13:37:57,DRI006,drive,EXPORT,drive,2843
